Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,MARUTI_NS,CNN,72852.27,269.91,201.34,0.02,48.1,1.61
Auto,MARUTI_NS,LSTM,79065.91,281.19,207.57,0.02,47.89,1.7
Auto,MARUTI_NS,HYBRID,65312.73,255.56,188.94,0.02,49.37,1.52
