Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
FMCG,BRITANNIA_NS,CNN,11367.17,106.62,79.62,0.02,50.84,1.49
FMCG,BRITANNIA_NS,LSTM,11647.7,107.92,76.32,0.02,47.47,1.44
FMCG,BRITANNIA_NS,HYBRID,9763.04,98.81,72.19,0.02,49.58,1.36
