Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,VEDL_NS,CNN,218.11,14.77,11.27,0.04,48.52,2.85
Metal,VEDL_NS,LSTM,234.18,15.3,10.97,0.04,49.16,2.87
Metal,VEDL_NS,HYBRID,166.92,12.92,9.19,0.03,50.84,2.39
