Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,1531.503274184163,1536.358472753676,1533.0362247951723
2025-11-19,1530.0304386965488,1537.3894144974367,1532.6083916333018
2025-11-20,1528.272159627401,1537.6234402844902,1531.693514037966
2025-11-21,1526.2936459933742,1537.6064347019387,1530.5009204947023
2025-11-24,1523.9181618457121,1537.5596678534785,1529.2052938319525
