date,close,close_scaled
2023-01-02,273.4979248046875,-1.4581060707741333
2023-01-03,274.4689025878906,-1.451220110353075
2023-01-04,273.22052001953125,-1.4600733643664714
2023-01-05,272.5269470214844,-1.4649920311951916
2023-01-06,271.3710021972656,-1.4731897371017462
2023-01-09,274.4226989746094,-1.4515477761945272
2023-01-10,267.2557678222656,-1.5023740722326155
2023-01-11,266.2385559082031,-1.5095879149190636
2023-01-12,264.25030517578125,-1.5236881508744449
2023-01-13,263.88043212890625,-1.5263112089975623
2023-01-16,266.60845947265625,-1.5069646403720085
2023-01-17,266.0073547363281,-1.5112275426699495
2023-01-18,259.4878234863281,-1.557462621296832
2023-01-19,265.9611511230469,-1.5115552085114017
2023-01-20,265.31378173828125,-1.5161462094986697
2023-01-23,266.2385559082031,-1.5095879149190636
2023-01-24,268.3192749023437,-1.4948319144329032
2023-01-25,270.1687927246094,-1.481715541697628
2023-01-26,270.1687927246094,-1.481715541697628
2023-01-27,261.10614013671875,-1.5459858763124432
2023-01-30,274.5151672363281,-1.4508920116637478
2023-01-31,281.8207702636719,-1.3990822852534281
2023-02-01,270.7236633300781,-1.4777805216650768
2023-02-02,270.2612609863281,-1.4810597771668488
2023-02-03,272.6194152832031,-1.4643362666644124
2023-02-06,270.2612609863281,-1.4810597771668488
2023-02-07,265.8224182128906,-1.5125390717315081
2023-02-08,265.8686218261719,-1.512211405890056
2023-02-09,265.4062805175781,-1.5154902285439529
2023-02-10,268.0418701171875,-1.4967992080252408
2023-02-13,261.10614013671875,-1.5459858763124432
2023-02-14,268.08807373046875,-1.4964715421837889
2023-02-15,266.8396301269531,-1.5053252290450603
2023-02-16,267.02459716796875,-1.504013483559564
2023-02-17,266.93212890625,-1.5046692480903434
2023-02-20,265.36004638671875,-1.5158181108093425
2023-02-21,263.88043212890625,-1.5263112089975623
2023-02-22,252.64459228515625,-1.6059933086293177
2023-02-23,257.4533386230469,-1.5718907395176032
2023-02-24,252.04347229003903,-1.6102563191392276
2023-02-27,240.2527618408203,-1.693873438803534
2023-02-28,237.7559509277344,-1.7115802714662327
2023-03-01,246.40245056152344,-1.6502612018758311
2023-03-02,253.8467712402344,-1.5974677204573733
2023-03-03,270.2150573730469,-1.4813874430083007
2023-03-06,265.2212829589844,-1.5168021904533866
2023-03-07,265.2212829589844,-1.5168021904533866
2023-03-08,269.4751892089844,-1.4866344249502859
2023-03-09,263.88043212890625,-1.5263112089975623
2023-03-10,267.302001953125,-1.502046189967226
2023-03-13,261.1523742675781,-1.5456579940470536
2023-03-14,239.05059814453125,-1.7023989187635094
2023-03-15,243.859375,-1.6682961332278574
2023-03-16,241.6861724853516,-1.683708006456766
2023-03-17,252.3671417236328,-1.607960926857562
2023-03-20,246.03253173828125,-1.6528845846348548
2023-03-21,252.274658203125,-1.6086167996003102
2023-03-22,253.98545837402344,-1.5964841818731732
2023-03-23,256.066162109375,-1.5817282895989813
2023-03-24,249.63912963867188,-1.627307387271147
2023-03-27,250.5176239013672,-1.6210772995928369
2023-03-28,259.16412353515625,-1.559758230002435
2023-03-29,269.1977844238281,-1.488601718542624
2023-03-30,269.1977844238281,-1.488601718542624
2023-03-31,266.8396301269531,-1.5053252290450603
2023-04-03,268.3192749023437,-1.4948319144329032
2023-04-04,268.3192749023437,-1.4948319144329032
2023-04-05,267.764404296875,-1.498766934465454
2023-04-06,266.93212890625,-1.5046692480903434
2023-04-07,266.93212890625,-1.5046692480903434
2023-04-10,260.9211730957031,-1.5472976217979395
2023-04-11,263.74169921875,-1.527295072217669
2023-04-12,262.3545837402344,-1.5371321894511718
2023-04-13,265.4525146484375,-1.515162346278563
2023-04-14,265.4525146484375,-1.515162346278563
2023-04-17,286.21337890625,-1.3679308729541582
2023-04-18,297.35675048828125,-1.2889045378531823
2023-04-19,295.9233703613281,-1.2990697537760123
2023-04-20,283.3466186523437,-1.388261304799819
2023-04-21,279.5088806152344,-1.4154776970665373
2023-04-24,289.7274475097656,-1.343009872969105
