Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,SAREGAMA_NS,CNN,268.8,16.4,11.54,0.03,49.79,2.43
Media,SAREGAMA_NS,LSTM,349.98,18.71,13.33,0.04,50.21,2.85
Media,SAREGAMA_NS,HYBRID,279.0,16.7,11.88,0.04,49.58,2.52
