Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,1503.5480791251107,1517.5475413000752,1505.2165978144837
2025-11-19,1494.3201121090249,1516.1680554217999,1499.0811817728588
2025-11-20,1486.6660408173343,1514.3408226093873,1492.2806093811128
2025-11-21,1478.6870700817105,1512.443358095579,1485.277301396619
2025-11-24,1471.466499175308,1510.6433243498639,1478.4021574164883
