Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
OilGas,RELIANCE_NS,CNN,704.2,26.54,20.68,0.02,48.31,1.51
OilGas,RELIANCE_NS,LSTM,788.78,28.09,20.96,0.02,49.58,1.52
OilGas,RELIANCE_NS,HYBRID,591.94,24.33,18.76,0.02,48.95,1.37
