Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
OilGas,GAIL_NS,CNN,35.83,5.99,4.53,0.03,50.0,2.46
OilGas,GAIL_NS,LSTM,43.29,6.58,4.9,0.04,48.1,2.67
OilGas,GAIL_NS,HYBRID,31.12,5.58,4.29,0.03,49.58,2.33
