Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
FMCG,NESTLEIND_NS,CNN,491.03,22.16,16.19,0.02,47.47,1.36
FMCG,NESTLEIND_NS,LSTM,488.46,22.1,15.74,0.02,50.84,1.31
FMCG,NESTLEIND_NS,HYBRID,439.39,20.96,15.3,0.02,48.1,1.27
