Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,1264.300241079654,1266.469269641921,1271.252535627064
2025-11-19,1258.9635891178434,1262.6347591999606,1271.0289376567057
2025-11-20,1253.6153986330971,1258.6904289362747,1270.9957589605658
2025-11-21,1249.5274286025872,1254.819414803572,1271.083776317684
2025-11-24,1246.1290624526173,1251.1309666245031,1271.2864901552775
