Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,TATAMOTORS_NS,CNN,1163.88,34.12,25.44,0.04,49.79,3.59
Auto,TATAMOTORS_NS,LSTM,1250.42,35.36,23.1,0.04,50.21,3.1
Auto,TATAMOTORS_NS,HYBRID,925.77,30.43,19.65,0.04,51.05,2.67
