Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,8880.696746744956,8906.567672370951,8897.956044051292
2025-11-19,8877.192384940976,8918.876570560162,8902.176052956596
2025-11-20,8865.477252787072,8925.581153814792,8903.38119241304
2025-11-21,8854.385232311528,8929.98763934533,8901.592619399209
2025-11-24,8835.148513113545,8933.342672242296,8897.811108204616
