Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Healthcare,DIVISLAB_NS,CNN,33160.15,182.1,146.53,0.03,49.79,2.67
Healthcare,DIVISLAB_NS,LSTM,24282.34,155.83,117.32,0.03,50.63,2.22
Healthcare,DIVISLAB_NS,HYBRID,19110.4,138.24,104.41,0.03,50.21,1.97
