Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,959.0796241059763,977.27974375484,975.2561675089433
2025-11-19,954.7488402123063,981.4351116499465,978.5429729859654
2025-11-20,953.6152929748695,984.9093805060108,981.7454851670899
2025-11-21,953.8056147292165,987.757665170351,984.8153994280403
2025-11-24,951.8901196005451,989.9883681153389,987.746116566771
