Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Bank,SBIN_NS,CNN,312.75,17.68,13.79,0.02,49.58,1.76
Bank,SBIN_NS,LSTM,363.77,19.07,13.54,0.02,50.63,1.79
Bank,SBIN_NS,HYBRID,277.04,16.64,12.18,0.02,52.95,1.59
