Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
IT,INFY_NS,CNN,1369.66,37.01,29.08,0.02,48.52,1.81
IT,INFY_NS,LSTM,1475.95,38.42,28.87,0.02,48.95,1.8
IT,INFY_NS,HYBRID,1137.45,33.73,25.71,0.02,47.68,1.61
