Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
FMCG,HINDUNILVR_NS,CNN,1762.84,41.99,30.88,0.02,50.21,1.27
FMCG,HINDUNILVR_NS,LSTM,2265.34,47.6,33.41,0.02,47.68,1.38
FMCG,HINDUNILVR_NS,HYBRID,1683.66,41.03,29.48,0.02,50.42,1.22
