Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,106.7645445812028,103.54806835034896,104.68052752599169
2025-11-19,108.91192048314244,104.30731242495642,105.93282542054081
2025-11-20,111.48584443641352,105.39523282184265,107.21131406415668
2025-11-21,113.49942944626046,106.59876326135675,108.4809347802513
2025-11-24,115.73842502854568,107.83098231918117,109.72031062682382
