Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,ZEEL_NS,CNN,130.96,11.44,7.09,0.08,47.05,5.22
Media,ZEEL_NS,LSTM,118.24,10.87,6.2,0.08,47.05,4.42
Media,ZEEL_NS,HYBRID,72.52,8.52,5.06,0.06,46.41,3.63
