Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,245.72786361916602,247.30656568838808,246.44865830527945
2025-11-19,244.85169021635068,247.22417584271594,246.08552189819886
2025-11-20,243.82500686406817,246.94642574944547,245.71830018778599
2025-11-21,242.80950277577836,246.62290746760632,245.30691353743535
2025-11-24,241.91395996012227,246.29398606812074,244.8620965277669
