Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,NAZARA_NS,CNN,77.8,8.82,6.72,0.04,50.42,2.76
Media,NAZARA_NS,LSTM,80.55,8.97,6.49,0.04,50.42,2.75
Media,NAZARA_NS,HYBRID,71.5,8.46,5.83,0.03,50.0,2.43
