Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,ADANIENT_NS,CNN,9055.83,95.16,66.04,0.03,52.32,2.5
Metal,ADANIENT_NS,LSTM,11847.42,108.85,67.43,0.04,51.69,2.49
Metal,ADANIENT_NS,HYBRID,8088.23,89.93,57.13,0.03,51.9,2.14
