Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Healthcare,SUNPHARMA_NS,CNN,945.37,30.75,24.37,0.02,49.58,1.47
Healthcare,SUNPHARMA_NS,LSTM,1048.9,32.39,24.54,0.02,48.52,1.51
Healthcare,SUNPHARMA_NS,HYBRID,807.01,28.41,21.44,0.02,50.21,1.32
