Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,SUNTV_NS,CNN,342.82,18.52,14.24,0.03,50.42,2.19
Media,SUNTV_NS,LSTM,350.16,18.71,13.65,0.03,49.37,2.06
Media,SUNTV_NS,HYBRID,271.31,16.47,12.26,0.03,48.73,1.87
