Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,M&M_NS,CNN,9158.81,95.7,77.15,0.03,50.84,2.75
Auto,M&M_NS,LSTM,8088.58,89.94,69.25,0.03,49.79,2.61
Auto,M&M_NS,HYBRID,6356.51,79.73,62.27,0.03,47.47,2.3
