Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,3613.0070063109997,3711.7211457762232,3698.971460381592
2025-11-19,3589.042532815496,3713.124698138069,3690.2822137336548
2025-11-20,3541.2150828128547,3718.863681775694,3681.9574335439406
2025-11-21,3510.031531167563,3726.8353195513414,3673.4619538737934
2025-11-24,3471.703835788137,3734.3702826118906,3665.0302942796634
