Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,BAJAJ-AUTO_NS,CNN,59571.48,244.07,179.61,0.03,50.63,2.07
Auto,BAJAJ-AUTO_NS,LSTM,79782.34,282.46,203.79,0.03,50.0,2.34
Auto,BAJAJ-AUTO_NS,HYBRID,56399.67,237.49,169.05,0.03,50.21,1.95
