Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,8870.417828599104,8918.668725941552,8898.490837382024
2025-11-19,8860.967723157344,8938.231550905763,8901.703816298159
2025-11-20,8838.024227376816,8954.974171694783,8903.271892836412
2025-11-21,8817.691826098195,8971.895502179374,8901.371208911947
2025-11-24,8796.900314867145,8990.21242008012,8897.323407948887
