Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
IT,TECHM_NS,CNN,1226.59,35.02,27.57,0.02,46.84,1.89
IT,TECHM_NS,LSTM,1420.02,37.68,28.68,0.03,46.62,2.02
IT,TECHM_NS,HYBRID,1033.6,32.15,24.65,0.02,45.99,1.73
