date,close,close_scaled
2023-01-02,454.7643127441406,-1.2595189552565635
2023-01-03,453.274658203125,-1.2725846982603766
2023-01-04,445.4539489746094,-1.3411800497823918
2023-01-05,448.666015625,-1.3130070497950868
2023-01-06,446.85052490234375,-1.3289306982349867
2023-01-09,446.4315490722656,-1.3326055304661413
2023-01-10,440.9849548339844,-1.3803775464631607
2023-01-11,435.8177490234375,-1.4256990497443072
2023-01-12,439.68157958984375,-1.3918094358768383
2023-01-13,447.7815246582031,-1.3207649099855998
2023-01-16,449.1781005859375,-1.3085155584381947
2023-01-17,449.9694519042969,-1.3015746250427493
2023-01-18,452.2039794921875,-1.281975609033035
2023-01-19,453.553955078125,-1.2701349885524935
2023-01-20,451.1798400878906,-1.2909583240774893
2023-01-23,456.0211486816406,-1.2484952615710898
2023-01-24,440.8453063964844,-1.3816024013171022
2023-01-25,434.1419067382813,-1.4403978433302649
2023-01-26,434.1419067382813,-1.4403978433302649
2023-01-27,421.2004699707031,-1.5539070377438833
2023-01-30,419.1056823730469,-1.5722803958916662
2023-01-31,430.138427734375,-1.4755123120516758
2023-02-01,423.57464599609375,-1.5330831668802274
2023-02-02,424.5056762695313,-1.52491711096151
2023-02-03,415.6142578125,-1.6029036409255142
2023-02-06,428.5090942382813,-1.4898031775787597
2023-02-07,426.0884094238281,-1.5110349765012898
2023-02-08,427.6711730957031,-1.4971525743717393
2023-02-09,427.3452758789063,-1.5000110151464856
2023-02-10,429.53326416015625,-1.4808201948649757
2023-02-13,420.75677490234375,-1.5577986821323133
2023-02-14,421.8362121582031,-1.5483309502619536
2023-02-15,425.0276794433594,-1.5203386270723782
2023-02-16,428.876220703125,-1.4865831155392242
2023-02-17,426.4825744628906,-1.5075777594354007
2023-02-20,422.7748718261719,-1.5400979770107444
2023-02-21,416.2511596679688,-1.5973173820090452
2023-02-22,411.37005615234375,-1.6401294853217259
2023-02-23,411.2292785644531,-1.6413642439408762
2023-02-24,406.5359497070313,-1.682529377866252
2023-02-27,400.9039916992188,-1.7319272173735076
2023-02-28,402.4058227539063,-1.7187546743070368
2023-03-01,412.3556518554688,-1.6314848366410226
2023-03-02,414.8900451660156,-1.6092557017950262
2023-03-03,412.5434265136719,-1.6298378672537193
2023-03-06,412.6842041015625,-1.628603108634569
2023-03-07,412.6842041015625,-1.628603108634569
2023-03-08,416.7673950195313,-1.592789487623277
2023-03-09,414.7962036132813,-1.6100787849846825
2023-03-10,410.1029052734375,-1.6512436512407294
2023-03-13,403.0159606933594,-1.7134031613929523
2023-03-14,404.1892700195313,-1.7031120786636051
2023-03-15,396.9146118164063,-1.766918022864472
2023-03-16,408.3663330078125,-1.6664751067933274
2023-03-17,405.1748046875,-1.6944679653215629
2023-03-20,407.8970031738281,-1.6705915934189322
2023-03-21,405.5367736816406,-1.6912931393987918
2023-03-22,407.7081909179688,-1.6722476635634544
2023-03-23,403.3653869628906,-1.7103383475647989
2023-03-24,395.24615478515625,-1.7815520404725782
2023-03-27,386.6548767089844,-1.8569060425763295
2023-03-28,375.703369140625,-1.9529615906599405
2023-03-29,383.4449462890625,-1.8850603057105366
2023-03-30,383.4449462890625,-1.8850603057105366
2023-03-31,392.6026611328125,-1.8047380931732169
2023-04-03,395.4821472167969,-1.779482153543922
2023-04-04,395.4821472167969,-1.779482153543922
2023-04-05,397.7008056640625,-1.760022325585792
2023-04-06,398.975341796875,-1.7488433836889359
2023-04-07,398.975341796875,-1.7488433836889359
2023-04-10,401.38275146484375,-1.7277280209249428
2023-04-11,405.3951416015625,-1.6925353927591813
2023-04-12,409.7380676269531,-1.6544436380805176
2023-04-13,405.0647583007813,-1.6954331809254333
2023-04-14,405.0647583007813,-1.6954331809254333
2023-04-17,398.9281005859375,-1.749257735811729
2023-04-18,400.3914489746094,-1.73642272377035
2023-04-19,396.6151123046875,-1.7695449296687955
2023-04-20,393.5939636230469,-1.79604339032781
2023-04-21,395.057373046875,-1.783207842947771
2023-04-24,396.8511047363281,-1.7674750427401396
2023-04-25,396.4734497070313,-1.7707874506985146
2023-04-26,396.7567443847656,-1.768302676308406
2023-04-27,404.0734252929688,-1.7041281514401703
2023-04-28,407.6609802246094,-1.6726617480169181
2023-05-01,407.6609802246094,-1.6726617480169181
2023-05-02,410.587646484375,-1.64699199160349
2023-05-03,409.64361572265625,-1.655272074656774
2023-05-04,413.1839904785156,-1.6242194880176544
2023-05-05,405.8671875,-1.6883950835632096
2023-05-08,410.68212890625,-1.6461632873579037
2023-05-09,409.1243591308594,-1.6598264683062092
2023-05-10,410.4461059570313,-1.6482334419558893
2023-05-11,411.6261901855469,-1.6378829366352898
2023-05-12,410.68212890625,-1.6461632873579037
2023-05-15,423.7106628417969,-1.5318901646765521
2023-05-16,420.642333984375,-1.5588024421196998
2023-05-17,416.0162353515625,-1.5993779005111528
2023-05-18,402.6100769042969,-1.7169631634815499
2023-05-19,402.0908508300781,-1.721517289461655
2023-05-22,415.8274841308594,-1.6010334353170157
2023-05-23,421.7752380371094,-1.548865753583233
2023-05-24,414.45849609375,-1.6130408137901282
2023-05-25,416.0634765625,-1.5989635483883595
2023-05-26,420.5951232910156,-1.559216526573163
2023-05-29,422.2001647949219,-1.5451387258327345
2023-05-30,422.8138122558594,-1.539756430945703
2023-05-31,419.3677978515625,-1.569981384016556
2023-06-01,427.7702941894531,-1.4962831843879976
2023-06-02,430.5081787109375,-1.4722692304497624
2023-06-05,434.14300537109375,-1.4403882072343865
2023-06-06,437.7304382324219,-1.4089228744884537
2023-06-07,434.3317565917969,-1.4387326724285237
2023-06-08,423.8994445800781,-1.5302343622013594
2023-06-09,418.7541198730469,-1.5753639465729175
2023-06-12,419.7926635742188,-1.5662548916047168
2023-06-13,422.8138122558594,-1.539756430945703
2023-06-14,422.105712890625,-1.5459671624089908
2023-06-15,417.80999755859375,-1.5836448326341914
2023-06-16,419.9814453125,-1.5645990891295245
2023-06-19,418.2821044921875,-1.5795039880995596
2023-06-20,418.4709167480469,-1.5778479179550366
2023-06-21,417.8572692871094,-1.5832302128420683
2023-06-22,415.1665954589844,-1.6068300823268402
2023-06-23,403.83740234375,-1.706198306038157
2023-06-26,404.5927429199219,-1.6995732224520759
2023-06-27,413.41998291015625,-1.6221496010889984
2023-06-28,410.7764892578125,-1.6453356537896373
2023-06-29,410.7764892578125,-1.6453356537896373
2023-06-30,414.6945190429688,-1.6109706591921418
2023-07-03,415.4497680664063,-1.6043463786140506
2023-07-04,420.6896057128906,-1.5583878223275767
2023-07-05,418.6597290039063,-1.5761918478105135
2023-07-06,437.8248291015625,-1.4080949732508572
2023-07-07,436.45599365234375,-1.42010101337732
2023-07-10,434.8509826660156,-1.4341785464484185
2023-07-11,449.6261291503906,-1.304585905004909
2023-07-12,461.5689392089844,-1.1998356540758908
2023-07-13,454.7241821289063,-1.2598709404254733
2023-07-14,466.903076171875,-1.1530499995598098
2023-07-17,474.0309753417969,-1.0905312771667675
2023-07-18,479.5067443847656,-1.042503369290297
2023-07-19,489.0421447753906,-0.9588684811252719
2023-07-20,484.9825439453125,-0.9944751937444966
2023-07-21,497.3029479980469,-0.886413070195763
2023-07-24,511.0396118164063,-0.765928948381793
2023-07-25,508.3017883300781,-0.7899423669813689
2023-07-26,510.5675354003906,-0.7700695252470955
2023-07-27,500.3240661621094,-0.8599148772060785
2023-07-28,512.6917724609375,-0.7514378661958918
2023-07-31,511.3228454589844,-0.7634447093303445
2023-08-01,503.7699890136719,-0.8296907271432153
2023-08-02,494.848388671875,-0.9079419820745591
2023-08-03,494.470703125,-0.9112546577022647
2023-08-04,503.3924255371094,-0.833002332093601
2023-08-07,504.80865478515625,-0.8205806014976953
2023-08-08,512.8333740234375,-0.7501958805048322
2023-08-09,504.3837585449219,-0.824307361578864
2023-08-10,519.3004150390625,-0.6934735374522846
2023-08-11,514.5798950195312,-0.734877164750664
2023-08-14,519.7252807617188,-0.6897470450404459
2023-08-15,519.7252807617188,-0.6897470450404459
2023-08-16,518.4507446289062,-0.7009259869373021
2023-08-17,521.6607666015625,-0.672770920795105
2023-08-18,518.5923461914062,-0.6996840012462425
2023-08-21,522.6047973632812,-0.664490837741821
