Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Auto,EICHERMOT_NS,CNN,18062.63,134.4,108.09,0.03,48.1,2.14
Auto,EICHERMOT_NS,LSTM,15518.21,124.57,98.53,0.02,46.41,2.03
Auto,EICHERMOT_NS,HYBRID,12391.11,111.32,86.96,0.02,49.37,1.77
