Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Bank,KOTAKBANK_NS,CNN,1278.24,35.75,25.86,0.02,48.31,1.36
Bank,KOTAKBANK_NS,LSTM,1400.62,37.42,27.12,0.02,51.48,1.44
Bank,KOTAKBANK_NS,HYBRID,1280.31,35.78,25.59,0.02,50.0,1.35
