Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Chemicals,SRF_NS,CNN,3905.3,62.49,46.56,0.02,49.37,1.75
Chemicals,SRF_NS,LSTM,3915.35,62.57,45.05,0.02,48.73,1.71
Chemicals,SRF_NS,HYBRID,3621.71,60.18,43.94,0.02,48.73,1.66
