Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,2824.172595713959,2868.734003940643,2858.9112956929903
2025-11-19,2807.994792830939,2870.872071619314,2857.56549632041
2025-11-20,2796.2124756422286,2878.5235288455265,2856.977045041972
2025-11-21,2789.6939873240367,2887.462810579349,2857.300998568432
2025-11-24,2784.062710066206,2895.5829299590287,2858.5381796272977
