Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Pharma,LUPIN_NS,CNN,2327.89,48.25,36.44,0.03,51.48,1.91
Pharma,LUPIN_NS,LSTM,3163.12,56.24,42.96,0.03,51.05,2.3
Pharma,LUPIN_NS,HYBRID,2344.13,48.42,37.58,0.03,50.63,1.99
