Date,cnn_forecast,lstm_forecast,hybrid_forecast
2025-11-18,2041.91559591438,2066.014780830904,2038.0043226078824
2025-11-19,2036.7457438380723,2073.017167374407,2034.9202126043226
2025-11-20,2028.5713743206497,2078.9379289420367,2031.5122111971727
2025-11-21,2023.7166514628295,2085.029162241017,2026.8519990766722
2025-11-24,2018.0784133616894,2091.3506390544817,2021.5923753195384
