Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Bank,HDFCBANK_NS,CNN,335.55,18.32,13.95,0.02,48.73,1.64
Bank,HDFCBANK_NS,LSTM,377.12,19.42,12.88,0.02,50.42,1.58
Bank,HDFCBANK_NS,HYBRID,236.36,15.37,10.73,0.02,50.63,1.29
