Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Healthcare,MAXHEALTH_NS,CNN,1118.27,33.44,26.41,0.03,48.52,2.65
Healthcare,MAXHEALTH_NS,LSTM,1098.94,33.15,25.49,0.03,46.84,2.69
Healthcare,MAXHEALTH_NS,HYBRID,926.36,30.44,23.78,0.03,48.31,2.44
