Sector,Stock,Date,CNN,LSTM,Hybrid,Transformer
OilGas,ONGC,11-11-2025,251.97999572753906,254.5,251.49000549316406,196.92999267578125
OilGas,ONGC,12-11-2025,251.80999755859375,254.9600067138672,250.2899932861328,197.0399932861328
OilGas,ONGC,13-11-2025,253.3800048828125,255.8300018310547,252.89999389648438,197.19000244140625
OilGas,RELIANCE,07-11-2025,1433.22998046875,1478.5,1477.239990234375,1233.8599853515625
OilGas,RELIANCE,10-11-2025,1428.22998046875,1479.77001953125,1476.1600341796875,1234.0
OilGas,RELIANCE,11-11-2025,1452.02001953125,1482.77001953125,1475.43994140625,1234.050048828125
OilGas,RELIANCE,12-11-2025,1453.8699951171875,1480.449951171875,1478.780029296875,1234.1199951171875
OilGas,RELIANCE,13-11-2025,1430.1600341796875,1465.4000244140625,1479.6199951171875,1234.1800537109375
Pharma,CIPLA,07-11-2025,1515.2099609375,1524.9200439453125,1529.1800537109375,1167.260009765625
Pharma,CIPLA,10-11-2025,1518.68994140625,1536.68994140625,1516.6600341796875,1167.6700439453125
