Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Media,PVRINOX_NS,CNN,1800.7,42.43,33.86,0.03,52.03,2.83
Media,PVRINOX_NS,LSTM,1873.1,43.28,33.94,0.03,52.03,2.71
Media,PVRINOX_NS,HYBRID,1385.38,37.22,29.47,0.03,53.52,2.37
