Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Chemicals,PIDILITIND_NS,CNN,634.72,25.19,19.66,0.02,49.16,1.34
Chemicals,PIDILITIND_NS,LSTM,749.98,27.39,20.5,0.02,50.42,1.4
Chemicals,PIDILITIND_NS,HYBRID,571.5,23.91,18.18,0.02,51.9,1.24
