Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Chemicals,UPL_NS,CNN,257.7,16.05,12.53,0.03,52.32,2.13
Chemicals,UPL_NS,LSTM,254.74,15.96,12.49,0.03,50.21,2.18
Chemicals,UPL_NS,HYBRID,212.48,14.58,11.11,0.02,51.69,1.93
