Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,JSWSTEEL_NS,CNN,425.78,20.63,15.97,0.02,46.41,1.65
Metal,JSWSTEEL_NS,LSTM,370.96,19.26,14.68,0.02,48.52,1.56
Metal,JSWSTEEL_NS,HYBRID,339.15,18.42,13.97,0.02,45.78,1.47
