Sector,Stock,Model,MSE,RMSE,MAE,RMSE/MEAN,DirectionalAcc,MAPE
Metal,HINDALCO_NS,CNN,289.26,17.01,12.82,0.03,50.21,1.98
Metal,HINDALCO_NS,LSTM,302.22,17.38,12.67,0.03,48.73,2.01
Metal,HINDALCO_NS,HYBRID,279.81,16.73,12.1,0.03,49.58,1.9
